Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1532,Passo Largo,Suspiros de Elizabeth - Instrumental,6JtrWVOGjC7c9aChVOVEk2,0,2012,afrobeat,0.337,0.784,7,-5.019,1,0.0786,1.8e-05,0.818,0.0979,0.652,160.123,251373,4
1548,Passo Largo,Sinta a Liga - Instrumental,07bAp2o2kmPTGX7f70Zpca,0,2012,afrobeat,0.508,0.915,7,-4.724,1,0.071,0.0057,0.000426,0.298,0.703,110.231,192333,4
1636,Passo Largo,Shokabillis - Instrumental,6xxGKQOsE0chcXUSaoRFwB,0,2012,afrobeat,0.455,0.896,7,-5.16,0,0.05,0.00494,0.571,0.147,0.809,150.139,245080,4
1651,Passo Largo,Vermelho Conversível - Instrumental,7w3svohh0AivKj5UqwvN7N,0,2012,afrobeat,0.493,0.921,9,-4.849,1,0.0611,0.077,0.393,0.0945,0.964,159.816,155093,4
1677,Passo Largo,Acabou-se Tudo - Instrumental,6OSQyDioFyiSnLXeGR4XRj,0,2012,afrobeat,0.536,0.823,1,-5.72,0,0.0424,0.000576,0.726,0.109,0.765,145.17,275813,3
1678,Passo Largo,Sujeiras de Angélica - Instrumental,1tRqTcwwaaxaQpmVyRNqB9,0,2012,afrobeat,0.436,0.917,11,-4.87,0,0.0495,0.00478,0.138,0.218,0.936,94.506,189813,4
1709,Passo Largo,Inominável - Instrumental,0Lt0OqnbEDR3UEzg9BGfjf,0,2012,afrobeat,0.464,0.848,7,-5.871,1,0.0373,0.000166,0.537,0.202,0.596,139.906,205667,3
1717,Passo Largo,Bebe-le Rios - Instrumental,78x5DJNqMlONJu0yJ4HT1n,0,2012,afrobeat,0.24,0.662,7,-5.396,0,0.0438,0.000464,0.000453,0.313,0.22,71.452,222187,4
1719,Passo Largo,Passo Largo - Instrumental,2kYAtuN97YzvIae23Swt7H,0,2012,afrobeat,0.585,0.781,0,-6.793,0,0.0387,0.000427,0.818,0.106,0.736,102.413,193533,4
1782,My Darkest Days,Casual Sex,442YgzY4YBcE3UXFRrczJb,58,2012,alt-rock,0.671,0.922,11,-4.175,0,0.0463,0.00912,0.0,0.662,0.858,116.04,193573,4
1783,My Darkest Days,Save Yourself,6FhB5ZyT4JsIJ0ozDlXCIp,61,2012,alt-rock,0.503,0.921,8,-5.907,0,0.106,0.00093,2.75e-06,0.26,0.359,121.983,221160,4
1792,Otherwise,Soldiers,1iWgFnhR0oW5Mup8yXDAPW,60,2012,alt-rock,0.592,0.877,2,-4.05,0,0.0502,0.0095,0.000171,0.131,0.712,117.106,241849,4
1875,My Darkest Days,Rolling Stoned,5HMgPPUaCbabKrBXGNl9Wc,47,2012,alt-rock,0.62,0.932,5,-4.703,0,0.0415,0.0437,0.0,0.125,0.663,123.976,182307,4
1884,My Darkest Days,Nature Of The Beast,45TmUqjmDrOjGNYSGFzQn1,47,2012,alt-rock,0.57,0.902,11,-3.933,1,0.0401,0.000604,0.000116,0.0997,0.509,120.029,180933,4
1889,My Darkest Days,Stutter,376YMK1A83OOtXyo4A7FKi,45,2012,alt-rock,0.418,0.939,10,-5.958,0,0.0568,3e-05,0.0217,0.469,0.791,84.859,163320,4
1893,My Darkest Days,Sick And Twisted Affair,1Oftv60LALqLdAYTTVjE1o,45,2012,alt-rock,0.581,0.94,1,-3.714,0,0.0366,0.00204,0.0,0.0663,0.649,111.987,218547,4
1895,Otherwise,Die for You,2LhOhOfRHHPZ1K8IqBAr3E,48,2012,alt-rock,0.575,0.96,8,-3.388,1,0.0389,0.00264,5.88e-06,0.198,0.702,96.016,191787,4
1931,My Darkest Days,Perfect,1SGXZhX9S8nNXz4bzI1HTL,45,2012,alt-rock,0.538,0.828,11,-5.747,1,0.0318,0.000218,4.74e-06,0.0807,0.404,139.924,228653,4
2192,My Darkest Days,Love Crime,2LPcQq01qR8DbsdrCsdrKJ,34,2012,alt-rock,0.517,0.881,1,-3.706,1,0.0538,0.000124,0.0,0.308,0.544,99.934,178560,4
2258,Otherwise,I Don't Apologize (1000 Pictures),2aik552l5dBQIASmQljVzX,32,2012,alt-rock,0.476,0.947,0,-3.004,1,0.0614,0.00407,4.13e-05,0.129,0.6,168.03,242573,4
2310,My Darkest Days,Gone,3XD9D81OXJEOK6zdipznC1,32,2012,alt-rock,0.464,0.723,1,-4.619,1,0.0253,0.000112,0.0,0.0789,0.217,78.011,210573,4
2320,My Darkest Days,Again,04iq3WCwkHZSRH4xHfxNgY,31,2012,alt-rock,0.519,0.922,6,-2.985,1,0.0409,2.51e-05,3.48e-06,0.248,0.458,112.037,216253,4
2447,Shahin Najafi,Ranandegi dar Masti,0P5BZjale7VsgNVQm0YNT1,36,2012,alt-rock,0.609,0.853,0,-3.258,1,0.0764,0.0171,0.0,0.0819,0.459,156.158,315538,4
2637,My Darkest Days,Casual Sex (Rock Mix),4x03dvHz4CJk5hLmeLE9uJ,27,2012,alt-rock,0.669,0.899,11,-4.351,0,0.0576,0.0168,0.0,0.43,0.845,116.045,196933,4
3996,Svartidaudi,Sterile Seeds,5P2iWQ9NoErSL6OB4izbJr,15,2012,black-metal,0.127,0.895,10,-7.86,1,0.097,0.000177,0.901,0.216,0.0527,145.744,931000,4
4174,Svartidaudi,The Perpetual Nothing,4xhAswqm2Og0fZ3zBGoJkb,10,2012,black-metal,0.161,0.75,10,-7.588,1,0.118,7.52e-05,0.887,0.138,0.0387,128.891,633493,3
4310,Svartidaudi,Flesh Cathedral,7gnh7DHyRbPbtL6jOjl9oW,10,2012,black-metal,0.206,0.843,6,-7.922,1,0.0629,8.67e-05,0.927,0.505,0.109,134.615,683973,4
4586,Svartidaudi,Psychoactive Sacraments,03kjOxAZtLMnn08JoCdGkG,8,2012,black-metal,0.143,0.739,7,-8.119,1,0.0737,0.000131,0.881,0.624,0.109,103.245,1115627,3
7817,Memory Tapes,Thru the Field,3TGP7cdEtPa4AkfGadQmux,23,2012,chill,0.658,0.62,5,-8.047,0,0.026,0.139,0.907,0.681,0.28,125.0,314553,4
8311,Memory Tapes,Sheila,2pV7V6dYDhu8Kz8CdudKHI,12,2012,chill,0.589,0.568,5,-9.098,0,0.0291,0.0514,0.148,0.642,0.303,126.963,511190,4
8683,Domenico Scarlatti,"Sonata in G Major, KK. 455",5VhfVAfRS0ofWSXpHvchm8,32,2012,classical,0.405,0.146,7,-29.629,1,0.0351,0.988,0.88,0.103,0.7,139.109,104253,4
8914,Paul Robeson,John Brown's Body,6FrTGcWDO4BQL2EVihTpy5,19,2012,classical,0.366,0.148,2,-13.032,1,0.0397,0.992,1.09e-06,0.116,0.452,172.521,162760,4
9033,Paul Robeson,Sometimes I Feel Like a Motherless Child,3grGZ0oWFGHZgxoq0kdOvL,13,2012,classical,0.189,0.144,9,-15.253,0,0.0346,0.991,1.12e-05,0.1,0.21,66.284,167520,4
9149,Domenico Scarlatti,Sinfonia No. 7 in C Major: III. Allegrissimo,6hKPlPCL0q4WpohjW8aju2,19,2012,classical,0.452,0.249,0,-14.9,1,0.0479,0.834,0.196,0.116,0.69,135.258,106573,4
10246,Hannibal Buress,Hands-Free,1fzt9ftvNEiuNqTReMg5wj,42,2012,comedy,0.669,0.781,3,-7.544,1,0.921,0.895,0.0,0.737,0.362,77.369,77427,4
10266,Hannibal Buress,Masturbation Accusations,7hhrx1uFg4q4nnWuFlZdeM,34,2012,comedy,0.506,0.848,4,-7.616,0,0.957,0.879,0.0,0.558,0.27,78.023,113680,4
10277,Hannibal Buress,Apple Juice,22M5rjO7YaLt1H1an0ucPe,32,2012,comedy,0.64,0.716,4,-7.692,1,0.949,0.832,0.0,0.159,0.387,148.99,273413,4
10295,Hannibal Buress,Air Emergency,54GYsEeJWcdURBd5XvDbnP,30,2012,comedy,0.652,0.738,5,-8.222,1,0.946,0.848,0.0,0.603,0.392,120.315,196787,3
10303,Hannibal Buress,Debit Card,7EmeDw6iH7zEN5TUp5o7ZY,29,2012,comedy,0.67,0.702,9,-7.69,1,0.944,0.867,0.0,0.298,0.52,75.804,215333,4
10312,Hannibal Buress,Moe,1rGBV81CFjpvcdhfcOvDZu,28,2012,comedy,0.62,0.803,4,-8.002,1,0.937,0.875,0.0,0.771,0.342,109.002,221693,4
10314,Hannibal Buress,Wack Writing,0pc2uG4FGALRMXX060te1g,27,2012,comedy,0.629,0.763,9,-8.597,1,0.947,0.849,0.0,0.862,0.504,119.869,305187,3
10332,Hannibal Buress,Why Would You Tell Me That?,3sZzKRFd5nZT07O2tqvFAq,26,2012,comedy,0.553,0.783,2,-8.094,0,0.962,0.871,0.0,0.709,0.493,92.142,148653,4
10337,Hannibal Buress,Tsa,67GtGwFeyN70omgNrWDqY1,25,2012,comedy,0.647,0.689,9,-8.211,1,0.937,0.737,0.0,0.844,0.445,122.592,240200,3
10345,Hannibal Buress,Scatting,1uk3Wt8po6a7wNrvrxNvh0,24,2012,comedy,0.706,0.671,5,-8.679,1,0.948,0.863,0.0,0.703,0.5,88.529,236053,3
10350,Hannibal Buress,Bomb Water,2M0jbTgwJEaggHwKTtIsia,24,2012,comedy,0.547,0.742,10,-8.13,1,0.959,0.869,0.0,0.578,0.47,64.627,313093,4
10353,Hannibal Buress,5am in the Morning,6xeYpULzLFBJ3R9iH9OnIv,24,2012,comedy,0.578,0.743,0,-7.981,1,0.959,0.852,0.0,0.539,0.497,59.718,282387,4
10354,Hannibal Buress,Vomit,3aRnx3qTek9ax0qfY0rI3o,24,2012,comedy,0.623,0.802,9,-8.223,1,0.946,0.87,0.0,0.64,0.441,123.635,363093,3
10356,Hannibal Buress,Moustache Time,4UJJzGXSpJ6xQfSdKFLyfH,24,2012,comedy,0.53,0.752,9,-7.997,1,0.956,0.8,0.0,0.682,0.446,66.757,240600,5
10358,Hannibal Buress,Jaywalking,0MW3DnzsDM2Iqr9R2qCbhz,23,2012,comedy,0.591,0.673,9,-8.587,0,0.954,0.843,0.0,0.617,0.578,85.334,460200,4
10363,Hannibal Buress,We Be Clubbing,2Y7jnBHFkK1MyhEQfi9T5l,23,2012,comedy,0.697,0.608,4,-8.065,1,0.949,0.866,0.0,0.45,0.513,73.285,203400,4
10477,Doug Benson,Tiny Plane,2vykOhdjzqorkgSg3IRAaj,16,2012,comedy,0.522,0.829,3,-6.413,0,0.743,0.68,0.0,0.678,0.191,48.438,74160,4
10633,Doug Benson,Top to Toe,6gqy4T5KNYARTS7Uht4QA7,10,2012,comedy,0.473,0.959,1,-5.907,1,0.924,0.721,0.0,0.852,0.34,69.713,82573,3
10674,Doug Benson,60 Minutes,2BuXiV9aJ9iTNHA5SoTJT7,10,2012,comedy,0.551,0.887,4,-3.918,1,0.728,0.584,0.0,0.902,0.54,106.622,159400,1
10728,Doug Benson,Richard Skipper,51E1KzuLWrK3qig2t6LZpZ,8,2012,comedy,0.528,0.966,10,-4.188,1,0.894,0.726,0.0,0.619,0.254,71.594,85240,4
10729,Doug Benson,Chronic-Con,7oCDSiVCTNNmlTGMlZbPUM,8,2012,comedy,0.442,0.891,4,-5.23,1,0.894,0.655,0.0,0.94,0.522,148.184,112720,3
10762,Doug Benson,Vaporizer Pen Thingy,5bKa1oUNzdRquqhTkAJ156,8,2012,comedy,0.534,0.777,1,-5.832,1,0.891,0.74,0.0,0.547,0.35,78.143,165320,1
10785,Doug Benson,How Do Jokes Get Wrote?,4tFZdYqgQUVM5lY0hzwrFt,7,2012,comedy,0.489,0.931,6,-4.55,1,0.856,0.694,0.0,0.636,0.308,124.978,254893,5
10786,Doug Benson,Easter Is Sneaky,31yUgCu8eaxGdasOwgiaT8,7,2012,comedy,0.477,0.904,3,-5.102,0,0.923,0.694,0.0,0.848,0.283,88.522,314213,3
10787,Doug Benson,The Experiment,6ulRI9Tz9hUjQQFykNdK09,7,2012,comedy,0.436,0.868,1,-4.897,0,0.885,0.702,0.0,0.69,0.263,85.04,499280,4
10788,Doug Benson,Who Tweeted?,2gApdXa6TH11bNEatQF1Ri,7,2012,comedy,0.408,0.908,3,-5.51,0,0.942,0.764,0.0,0.563,0.22,80.633,433000,4
10834,Doug Benson,One Knuckle It,43ZwD63Z0wPn0oGElh66uI,6,2012,comedy,0.42,0.939,1,-4.779,1,0.916,0.755,0.0,0.881,0.292,78.856,305587,3
10835,Doug Benson,True Story,4K1SVVLC5iQCfX4WlpzrtF,6,2012,comedy,0.432,0.911,6,-6.659,1,0.955,0.807,0.0,0.844,0.211,73.087,209293,4
10836,Doug Benson,Episode 420,21jT7S40Xu7A26TixH62Hz,6,2012,comedy,0.474,0.908,6,-6.125,1,0.944,0.733,0.0,0.708,0.238,76.519,152667,3
10837,Doug Benson,The Experiment Continues,63EuRp4FXNEOKMTQhzoIKp,6,2012,comedy,0.417,0.909,6,-5.208,1,0.903,0.754,0.0,0.738,0.162,92.93,481573,3
10838,Doug Benson,Pfffffft,3XSIO6hmG2dTC5hqDcax6k,7,2012,comedy,0.431,0.855,1,-5.014,1,0.912,0.725,0.0,0.72,0.327,86.81,72400,4
10840,Doug Benson,Furry Convention Crasher,3SFIUNXjZe8svQdG4JFGhU,6,2012,comedy,0.499,0.832,6,-4.973,1,0.825,0.732,0.0,0.868,0.391,90.781,189413,3
10841,Doug Benson,The Tweet Science,67K4hVVXuush9PzE7hhlXx,6,2012,comedy,0.421,0.96,6,-5.241,1,0.907,0.759,0.0,0.618,0.127,87.621,783227,4
10842,Doug Benson,Bum out Time,2pFH2UfzGDh5iItVmZjI0X,7,2012,comedy,0.439,0.921,10,-4.466,0,0.906,0.735,0.0,0.61,0.346,85.22,250387,1
10844,Doug Benson,Game Changer,3ljRoEHf3Y9zjGOMX8b9bs,6,2012,comedy,0.413,0.892,1,-5.964,0,0.935,0.689,0.0,0.747,0.258,77.92,150907,3
10845,Doug Benson,Bumbershoot,0cDc7tvbNrxqMwUWLLfJZw,6,2012,comedy,0.501,0.814,6,-5.47,1,0.886,0.782,0.0,0.888,0.56,69.935,158453,3
10889,Doug Benson,Scrambled Eggs,3E0tq71ECHmZhaomAKED36,6,2012,comedy,0.464,0.927,3,-6.067,0,0.891,0.753,0.0,0.569,0.258,119.067,301267,5
10890,Doug Benson,Joke Giver,7F2DIfUJvRBK2HkQIc8pwP,6,2012,comedy,0.472,0.936,6,-4.829,0,0.923,0.672,0.0,0.853,0.306,81.812,271560,4
10891,Doug Benson,I Love Seattle,6mxH1oahxQVrciZ4GXKsBA,6,2012,comedy,0.43,0.783,1,-6.744,1,0.914,0.719,0.0,0.906,0.36,169.09,256867,5
10892,Doug Benson,T.A.S.E.R.,24BkOepw9ty1Z9Wq3ThfYQ,6,2012,comedy,0.394,0.959,2,-4.872,1,0.941,0.729,0.0,0.638,0.251,69.121,263027,4
10893,Doug Benson,Who Else Tweeted?,3cPP7TCXwTItI3qHZ2VZI4,6,2012,comedy,0.35,0.954,1,-5.257,1,0.947,0.754,0.0,0.521,0.169,74.007,520493,3
10894,Doug Benson,Tweet It Out,7K37Agnbr71jgnAhHyN99J,6,2012,comedy,0.342,0.974,1,-5.72,1,0.943,0.775,0.0,0.847,0.068,56.683,617120,4
14644,Kaunis Kuolematon,Varjo,6h1TPD0UGPHP7gAvPOSxtp,22,2012,death-metal,0.441,0.899,0,-7.675,1,0.0497,8.46e-05,0.384,0.136,0.263,90.986,227500,4
15325,Ross Couch,The Cruise,3KxZEmAtclObfITvCIzFr8,9,2012,deep-house,0.799,0.638,11,-5.655,0,0.0514,0.00192,0.85,0.0458,0.821,126.023,367619,4
15490,Ross Couch,Sounds Like Summer,5wmMNMUHTucqy32pYEUNdy,6,2012,deep-house,0.713,0.87,9,-6.216,0,0.0427,4.35e-05,0.888,0.368,0.715,125.991,390952,4
17971,The Ethiopians,Reggae Hit the Town,69ty87p3DjqBtvaKiVvepU,10,2012,dub,0.749,0.492,0,-6.955,1,0.0386,0.259,0.00545,0.15,0.784,154.894,146600,4
18878,Showtek,Memories,0nKgLD4VM61dJeMd02rYYf,24,2012,edm,0.629,0.922,11,-4.259,0,0.144,0.00342,0.67,0.31,0.28,145.045,442286,4
22811,Melody's Echo Chamber,"Some Time Alone, Alone",2o8JpYnbrhgFlTMvskzYuu,9,2012,french,0.447,0.959,10,-3.93,0,0.0485,0.00896,0.00466,0.28,0.55,108.475,226400,4
22812,Melody's Echo Chamber,I Follow You,0nNTJFXFD2Z1qOvWVz3uxC,9,2012,french,0.222,0.801,9,-4.889,0,0.0393,0.02,0.343,0.114,0.685,200.628,214400,4
23057,Melody's Echo Chamber,Endless Shore,6wfLPBOqoEf5ONSQDeBAdh,6,2012,french,0.35,0.836,9,-4.55,1,0.0371,0.0103,0.895,0.207,0.341,106.949,295413,4
23058,Melody's Echo Chamber,Crystallized,07bWYGU1OKjkmknTfM7X4y,6,2012,french,0.527,0.914,4,-5.823,0,0.0474,0.00515,0.0115,0.342,0.516,122.973,241200,4
25590,Doc McKenzie,Bless Me,71ObAEroaoup4wTbam3Bjs,17,2012,gospel,0.686,0.757,2,-6.694,1,0.23,0.114,0.0,0.133,0.607,175.019,264800,4
25898,Doc McKenzie,Save Me Now,2ZEtf3WupyJzqpuqDoPBmP,12,2012,gospel,0.666,0.559,4,-3.908,1,0.0315,0.235,0.0,0.105,0.415,103.99,207853,4
26198,Renascer Praise,Pelo Sangue - ao vivo,2gy2GkxilvEUr5GDHUUddw,41,2012,gospel,0.471,0.313,7,-9.413,1,0.0303,0.581,0.0,0.297,0.212,139.16,458520,4
29491,Cypress Hill,Can't Keep Me Down,7BkEftOiWTW8474vy2ifp9,25,2012,hard-rock,0.505,0.866,7,-3.012,0,0.315,0.00273,0.0,0.178,0.677,169.621,202979,5
29588,Cypress Hill,Shots Go Off,7plhqDBo8aPb2IRBmKIpB9,30,2012,hard-rock,0.822,0.931,7,-3.682,1,0.252,0.0478,0.000163,0.06,0.905,140.024,181714,4
29654,Cypress Hill,"Roll It, Light It",7BnoZOdbnbvoGZwgf9ldky,21,2012,hard-rock,0.744,0.88,6,-5.693,0,0.21,0.000646,4.39e-05,0.133,0.84,140.065,186857,4
29772,Cypress Hill,Lez Go,5vntdTrSp8Tp4uCzriN0c4,19,2012,hard-rock,0.604,0.888,9,-4.77,0,0.069,0.00517,0.004,0.0698,0.289,139.936,174892,4
29908,Cypress Hill,Medicated,01s42RQD1p4swb9ysx1GvY,15,2012,hard-rock,0.771,0.948,10,-4.437,0,0.0599,0.12,0.00032,0.25,0.452,133.96,233486,4
30657,Showtek,Black - Anthem 2008,24tmUTDk1v4kzeRinpi7vn,16,2012,hardstyle,0.597,0.911,9,-5.853,0,0.214,0.0267,0.00723,0.0567,0.369,145.942,507876,4
32107,Future,Turn On The Lights,4U8hMes3PqpsLJBeMXD71p,58,2012,hip-hop,0.596,0.574,6,-9.373,0,0.212,0.0409,0.0,0.147,0.439,131.075,248360,4
32180,Future,Neva End,4sX8e5VkqBWA7IIooImSsS,47,2012,hip-hop,0.59,0.561,2,-7.613,1,0.058,0.00911,0.0,0.0981,0.15,134.936,262307,4
32182,Future,Neva End (Remix) (feat. Kelly Rowland),5uY9QWVdzL8Foi7emf2omj,47,2012,hip-hop,0.544,0.607,2,-6.51,1,0.0489,0.00432,0.0,0.148,0.177,135.029,261707,4
32202,Future,(Bonus) Itchin,53CUl8RvJqbBPm31SiSg7Q,47,2012,hip-hop,0.823,0.472,1,-6.968,1,0.113,0.0422,0.0,0.217,0.257,136.114,158933,4
32235,Future,Tony Montana (feat. Drake),1IWXAWo4u0H1D0QvSpvldn,45,2012,hip-hop,0.674,0.732,10,-5.3,0,0.0724,0.011,0.0,0.439,0.247,143.12,245960,4
32292,Future,Space Cadets,5tSysN2OcsbLNpCUGWvHS5,41,2012,hip-hop,0.569,0.794,11,-5.347,1,0.297,0.074,0.0,0.531,0.499,145.987,169293,4
32293,Future,(Bonus) No Matter What,7j4pQeavIrAmCX1HIt5PRJ,40,2012,hip-hop,0.497,0.72,5,-5.108,0,0.179,0.185,0.0,0.106,0.517,127.19,227680,4
32301,Future,Same Damn Time,2krzD9gBw8tI3fmFyCv4sR,39,2012,hip-hop,0.718,0.862,11,-4.915,1,0.0445,0.0135,0.0,0.24,0.305,138.97,273000,4
32332,Future,Magic (feat. T.I.) - Remix,3OdeZ1MhdHaRqAZLpowKWn,38,2012,hip-hop,0.641,0.618,11,-7.166,1,0.0573,0.00622,0.0,0.0998,0.187,144.948,210253,4
32388,Future,Same Damn Time (Remix) (feat. Diddy & Ludacris),7BbbLiARcvEIhyMCcTRfJr,36,2012,hip-hop,0.703,0.925,11,-2.499,1,0.121,0.0208,0.0,0.354,0.397,138.946,273093,4
32399,Future,Deeper Than The Ocean,21ntVvdWPVNV5vkHDH507i,37,2012,hip-hop,0.56,0.649,1,-4.766,1,0.0405,0.459,0.0,0.23,0.158,124.89,217893,4
32401,Future,I'm Trippin (feat. Juicy J),3puLFDIaSaDGkpIWszmwTa,35,2012,hip-hop,0.747,0.72,0,-6.375,1,0.266,0.167,0.0,0.0918,0.664,139.995,281133,4
32481,Future,My Ho 2,6B7fyK7uwXZE5lSjv4wjCR,34,2012,hip-hop,0.727,0.851,9,-6.306,1,0.0977,0.038,0.0,0.418,0.646,146.029,213347,4
32482,Future,Blow,4b4qUPlGJ0HELAcSabJhbx,34,2012,hip-hop,0.896,0.589,10,-5.074,0,0.172,0.0679,0.0,0.258,0.233,136.049,254067,4
32535,Future,You Deserve It,3uJPwQDK7FmVba9HUlEO1Z,32,2012,hip-hop,0.713,0.848,8,-6.038,1,0.131,0.018,0.0,0.26,0.735,131.047,214293,4
32636,Future,Rider,0NrK4sqr5wcvgSIaYcxSID,30,2012,hip-hop,0.641,0.679,5,-6.94,1,0.118,0.00433,1.18e-06,0.216,0.339,125.04,235493,4
32651,Future,Birds Take a Bath,2ODUZ33XvLYGn2wMem2zEJ,30,2012,hip-hop,0.643,0.806,2,-3.353,1,0.233,0.172,0.0,0.878,0.501,68.988,264947,4
32662,Future,Homicide (feat. Snoop Dogg),2BTRzs5heMlLH4fVqxOBF0,30,2012,hip-hop,0.731,0.577,1,-6.536,0,0.0818,0.0198,0.0,0.33,0.184,150.123,250600,4
32664,Future,Truth Gonna Hurt You,2Wn2P8bCEDdCr7Ycmfc9tD,30,2012,hip-hop,0.559,0.571,5,-6.798,0,0.0657,0.0151,1.05e-05,0.167,0.22,131.361,218813,4
32673,Devon Hendryx,Power Stone ☀,19lfkwayZO9QLiTDF4hsyf,32,2012,hip-hop,0.475,0.753,6,-7.786,0,0.0437,0.027,0.466,0.0791,0.617,158.181,436000,4
32675,Future,Straight Up,0l1DHb1XtJROCYpJYfM3rQ,30,2012,hip-hop,0.557,0.826,11,-4.126,1,0.187,0.00127,0.0,0.648,0.711,147.258,177440,4
32703,Future,Jordan Diddy,3J5cEq7VjUDau839mXpLBL,30,2012,hip-hop,0.808,0.47,1,-5.374,1,0.111,0.00846,0.0,0.632,0.0651,72.53,240560,4
32725,Future,Futureback,5Z1uZlOMiipQVZk5xQJGgQ,29,2012,hip-hop,0.721,0.75,11,-5.729,1,0.416,0.395,0.0,0.301,0.445,141.103,149933,4
32727,Devon Hendryx,Fucking Your Girl,1GzVd7X3CntbwgjtxeBM0Y,30,2012,hip-hop,0.397,0.677,0,-10.551,1,0.0948,0.489,0.27,0.955,0.313,116.63,251220,4
32741,Dinka,Venice Beach - Original Mix,4xwFMkhEoi3h0qYdH44cHK,26,2012,house,0.758,0.797,0,-5.64,1,0.0513,0.00263,0.822,0.05,0.816,123.022,368902,4
32769,Dinka,Lotus - Johan Vilborg Remix,0ZPfrTK4bjEkDE7Nr90325,27,2012,house,0.793,0.464,1,-8.755,0,0.0704,0.00388,0.735,0.316,0.541,128.029,449997,4
33557,Blakc,Bitten,0vYsYOzaOXpJkTUoSZOK8C,0,2012,indian,0.55,0.915,1,-6.635,0,0.0462,0.000365,0.551,0.192,0.514,114.015,303191,4
33581,Ravi Iyer,Hamsadhwani - Live,4HD6wB23UH0zqiedfOQENY,0,2012,indian,0.498,0.656,3,-10.315,1,0.0412,0.497,0.904,0.0774,0.782,147.916,403000,5
33608,Blakc,Untitled,0rw0DNOiNH1zCaqxfWlyPI,0,2012,indian,0.498,0.569,8,-7.41,0,0.0293,0.0543,3.42e-05,0.109,0.212,113.342,235883,4
33626,Blakc,Storm,4MlcnfMX9kmsZG2BRl5ACc,0,2012,indian,0.457,0.621,4,-8.963,1,0.0386,0.0255,0.0171,0.127,0.346,72.996,358192,4
33632,Blakc,Agenda,0UhBCJJQ7kP7pePSQLB6y3,0,2012,indian,0.31,0.761,8,-6.603,1,0.0483,0.0181,1.93e-06,0.15,0.337,119.951,381156,4
33640,Ravi Iyer,Rain Song (Live) - Reprise,2Sx7bMsX3v8LMXXu5iJric,0,2012,indian,0.633,0.587,9,-8.471,1,0.0696,0.99,0.812,0.117,0.794,94.628,304368,4
33652,Blakc,Paper Doll,4VJUaMun3lMEzELU0YOO6h,0,2012,indian,0.433,0.932,9,-6.256,1,0.042,0.00165,0.00247,0.109,0.32,95.004,329886,4
33736,Ravi Iyer,Rain Song - Live,6SY2piVLiIXTgXy5ZFsxpU,0,2012,indian,0.426,0.715,10,-9.334,0,0.0489,0.0444,0.771,0.122,0.964,102.124,390785,4
33744,Ravi Iyer,Om - Live,1oyNTCqVk0SQ6qkrOg0Dyv,0,2012,indian,0.405,0.404,10,-12.634,1,0.0471,0.76,0.869,0.108,0.256,158.508,726375,4
33745,Ravi Iyer,Todi Jaldi (Live) - Reprise,7oufWxStgE6FfqXYTy70CZ,0,2012,indian,0.48,0.601,8,-10.052,0,0.0471,0.365,0.907,0.201,0.558,92.437,351374,3
36413,The Pretty Reckless,Kill Me,3tPo4KskHgUvu4OKCXAkhC,52,2012,metal,0.396,0.966,9,-4.366,1,0.504,0.000457,1.42e-05,0.138,0.391,178.116,227840,4
36418,The Pretty Reckless,Hit Me Like A Man,2PvKtrV7zmxpcvGuqU8LSR,49,2012,metal,0.428,0.835,1,-4.219,1,0.0523,0.000358,2.57e-05,0.107,0.622,151.008,213280,4
36469,The Pretty Reckless,Under The Water,65UOkCtNlZie3VRfBjXKOS,45,2012,metal,0.482,0.758,3,-3.895,0,0.0472,0.000568,0.00161,0.21,0.239,123.892,243933,4
36583,The Pretty Reckless,Cold Blooded,3sT5s9NdC6WHXZznl9GoW7,38,2012,metal,0.286,0.723,5,-3.197,0,0.039,0.0314,0.0975,0.248,0.523,158.041,283293,3
36995,Maetrik,Walk Alone - Maceo Plex Revenge Mix,6Kt7bF1TgZ4kYyvXKwHEeD,20,2012,minimal-techno,0.806,0.863,11,-7.834,1,0.0531,0.0245,0.771,0.0809,0.473,122.992,359989,4
37000,Maetrik,The Reason,3SyO7eqapB4JL8lyhffTcu,17,2012,minimal-techno,0.845,0.497,6,-10.812,0,0.0548,0.00247,0.486,0.149,0.637,125.011,429685,4
37009,Maetrik,The Entity,5gXpmnMrQO84NK4l0Bn5U2,12,2012,minimal-techno,0.758,0.94,2,-7.457,1,0.0448,0.0325,0.769,0.204,0.65,125.998,465257,4
37010,Maetrik,The Poem,66BhXiH751PXFwn2UmMrsY,15,2012,minimal-techno,0.838,0.696,7,-7.697,0,0.0544,0.000189,0.8,0.0968,0.505,123.991,480427,4
42286,Dinka,White Christmas - Original Mix,7mIf5heujHBQPOi6cnDDBF,16,2012,progressive-house,0.604,0.884,1,-5.198,1,0.0377,0.0122,0.744,0.174,0.462,126.993,368919,4
42524,Dinka,Breathe - Chill Out Mix,0lXnEyRThvL2v4i13tBAhq,12,2012,progressive-house,0.478,0.79,7,-7.656,0,0.0315,0.00541,0.789,0.327,0.0829,144.033,206667,4
